department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,,3,
Finance,Bachelors,Male,2,32,4,5,0,58,,1,
Sales & Marketing,Bachelors,Female,2,29,5,5,0,51,,1,
Finance,Bachelors,Male,2,34,3,9,0,60,,1,
Technology,Masters & above,Male,1,40,2,11,0,77,,1,
Operations,Bachelors,Male,1,35,3,4,0,62,,1,
Sales & Marketing,Masters & above,Female,1,32,1,5,0,47,,1,
Technology,Bachelors,Female,4,32,4,4,0,79,,1,
Procurement,Bachelors,Male,1,31,4,4,0,70,,1,
Procurement,Masters & above,Male,4,37,3,9,0,68,,1,
Sales & Marketing,Bachelors,Female,2,32,3,5,1,56,,1,
Procurement,Masters & above,Male,1,32,2,3,0,69,,3,
HR,Bachelors,Male,1,25,N/A,1,0,52,,1,
Procurement,Masters & above,Male,6,39,3,3,0,65,,1,
Technology,Masters & above,Female,1,34,3,6,0,81,,1,
Analytics,N/A,Male,1,28,3,2,0,82,,1,
Technology,Bachelors,Male,2,30,4,4,0,88,,1,
Operations,Masters & above,Male,1,58,5,6,1,59,,1,
Operations,Bachelors,Female,1,31,3,6,0,61,,1,
Procurement,Bachelors,Male,3,27,3,2,0,87,,1,
Analytics,Masters & above,Male,1,33,2,6,0,85,,1,
Operations,Bachelors,Male,1,32,3,3,0,62,,1,
Sales & Marketing,Bachelors,Male,1,27,3,4,1,49,,1,
Sales & Marketing,N/A,Male,1,36,1,17,0,52,,1,
Finance,Bachelors,Male,1,31,2,4,0,58,,1,
Operations,Bachelors,Male,1,37,5,7,1,65,,1,
Procurement,Masters & above,Female,1,41,3,9,0,67,,1,
Sales & Marketing,Masters & above,Male,1,55,5,10,0,48,,1,
Operations,Bachelors,Male,1,42,5,3,1,62,,1,
HR,Bachelors,Male,1,29,5,5,0,45,,3,
Legal,Bachelors,Male,1,30,N/A,1,0,59,,1,
Sales & Marketing,N/A,Male,1,27,3,2,0,49,,3,
Operations,Bachelors,Male,1,27,N/A,1,1,60,,1,
Operations,Bachelors,Female,1,57,3,12,0,61,,1,
Procurement,Bachelors,Female,1,52,4,19,1,75,,1,
Sales & Marketing,Bachelors,Male,1,39,5,9,1,48,,1,
Sales & Marketing,Bachelors,Male,1,32,5,7,1,51,,1,
Operations,Bachelors,Male,1,57,4,6,1,60,,1,
Analytics,Masters & above,Male,1,35,5,5,0,85,,1,
Technology,Bachelors,Male,1,32,2,7,0,78,,3,
Operations,Bachelors,Female,1,30,N/A,1,0,61,,1,
Operations,Bachelors,Female,1,35,5,3,1,62,,1,
Finance,Masters & above,Male,1,42,4,6,1,59,,3,
Operations,Below Secondary,Female,1,23,N/A,1,0,59,,1,
Technology,Bachelors,Female,1,30,3,4,0,77,,1,
Operations,Bachelors,Male,2,40,5,9,1,60,,1,
Analytics,Masters & above,Male,1,32,3,7,0,81,,1,
Analytics,Bachelors,Male,2,28,5,6,1,77,,3,
HR,Bachelors,Male,1,28,N/A,1,1,47,,1,
Operations,Bachelors,Male,1,31,2,8,1,64,,1,
Analytics,Bachelors,Male,1,32,3,8,0,86,,1,
Procurement,Bachelors,Female,2,28,4,2,0,67,,1,
Sales & Marketing,Bachelors,Male,1,30,1,7,0,53,,1,
Sales & Marketing,Bachelors,Male,1,28,2,3,0,44,,1,
Sales & Marketing,Bachelors,Male,3,28,2,2,0,48,,1,
Procurement,Masters & above,Male,1,50,3,4,0,74,,1,
Operations,Bachelors,Male,1,28,3,5,0,59,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,0,48,,1,
Operations,Masters & above,Male,1,37,5,4,1,58,,1,
Sales & Marketing,Masters & above,Male,1,44,3,14,0,49,,1,
Sales & Marketing,Masters & above,Male,1,42,5,6,0,48,,1,
Analytics,Bachelors,Male,1,32,1,5,0,84,,1,
Technology,Bachelors,Male,1,42,3,4,0,82,,1,
Sales & Marketing,Bachelors,Male,3,29,3,1,0,50,,1,
Operations,Bachelors,Female,1,30,3,7,0,58,,1,
Sales & Marketing,Bachelors,Male,1,24,3,3,1,49,,1,
Sales & Marketing,Masters & above,Male,1,49,2,3,0,50,,1,
Finance,Bachelors,Female,1,40,5,7,0,59,,1,
Sales & Marketing,Bachelors,Male,1,40,3,2,0,68,,1,
Analytics,Bachelors,Female,1,30,5,2,1,80,,1,
Operations,Bachelors,Male,1,55,4,24,0,60,,1,
Operations,Masters & above,Female,1,35,4,3,0,53,,1,
Analytics,N/A,Male,1,32,4,2,0,80,,1,
Sales & Marketing,Bachelors,Female,1,27,1,2,0,50,,1,
Sales & Marketing,Bachelors,Male,1,29,5,4,0,49,,1,
Sales & Marketing,Bachelors,Male,1,32,2,4,0,51,,1,
Operations,Bachelors,Female,1,45,5,5,1,61,,3,
Operations,Below Secondary,Male,2,25,N/A,1,0,61,,1,
Sales & Marketing,Bachelors,Male,1,32,3,5,1,53,,1,
HR,Bachelors,Male,1,25,4,1,1,65,,1,
Analytics,Bachelors,Male,2,30,4,8,0,87,,1,
Procurement,Bachelors,Male,1,28,1,6,0,68,,1,
Operations,Masters & above,Female,2,39,4,5,1,67,,3,
Technology,Bachelors,Female,1,27,N/A,1,0,78,,1,
Sales & Marketing,Bachelors,Male,2,35,1,8,0,45,,1,
Sales & Marketing,Bachelors,Male,1,36,3,9,1,55,,1,
Operations,Bachelors,Female,1,34,5,6,1,58,,1,
Analytics,Masters & above,Male,1,37,4,8,0,86,,1,
HR,Masters & above,Female,1,33,2,5,1,45,,1,
Operations,Bachelors,Male,1,42,3,4,0,60,,1,
Sales & Marketing,Masters & above,Female,1,38,1,9,0,53,,1,
Technology,Masters & above,Male,1,42,3,10,0,75,,1,
Analytics,Bachelors,Male,1,40,1,5,0,78,,1,
Sales & Marketing,Bachelors,Male,2,32,3,9,0,53,,1,
Sales & Marketing,Bachelors,Male,1,41,3,6,0,51,,1,
Operations,Masters & above,Female,1,38,4,4,1,61,,1,
Sales & Marketing,Bachelors,Male,1,31,1,3,0,43,,3,
Sales & Marketing,Bachelors,Male,1,33,N/A,1,0,47,,1,
Technology,Bachelors,Female,1,39,5,7,1,79,,1,
Technology,Masters & above,Female,1,41,3,7,0,81,,1,
Procurement,Bachelors,Female,1,33,2,3,0,69,,1,
Operations,Bachelors,Female,1,29,3,2,0,57,,1,
Analytics,Bachelors,Male,2,40,5,8,0,87,,1,
Sales & Marketing,Bachelors,Male,1,34,2,8,0,52,,1,
Procurement,Bachelors,Female,1,29,3,4,1,71,,1,
Operations,Bachelors,Female,1,37,5,2,1,60,,1,
HR,Bachelors,Male,1,33,2,3,0,57,,1,
Sales & Marketing,Bachelors,Male,1,26,1,3,0,47,,1,
Finance,Bachelors,Male,3,29,5,4,1,60,,1,
Sales & Marketing,Bachelors,Male,1,30,5,5,1,50,,1,
Sales & Marketing,N/A,Male,1,44,5,4,0,49,,1,
Sales & Marketing,Masters & above,Male,1,37,5,9,0,49,,1,
Procurement,Bachelors,Male,2,32,1,6,0,65,,1,
Procurement,N/A,Male,1,31,3,6,0,67,,1,
Legal,Masters & above,Female,1,46,3,12,0,53,,1,
Operations,Bachelors,Female,1,43,2,10,0,64,,1,
Sales & Marketing,Bachelors,Female,1,34,2,7,0,53,,1,
Operations,Bachelors,Male,2,27,5,2,1,63,,1,
Sales & Marketing,Bachelors,Male,1,35,5,3,0,53,,3,
Analytics,Bachelors,Male,1,34,N/A,1,1,82,,1,
Procurement,Bachelors,Female,1,27,3,4,0,69,,1,
Analytics,Bachelors,Male,1,28,1,2,0,83,,1,
Analytics,Bachelors,Male,1,27,1,4,0,84,,1,
HR,Bachelors,Male,1,53,1,3,0,49,,1,
Sales & Marketing,Bachelors,Male,2,27,1,3,0,48,,1,
Operations,Bachelors,Male,1,34,1,7,1,58,,1,
Procurement,Masters & above,Male,1,39,5,4,0,89,,1,
Procurement,Masters & above,Female,1,37,3,3,1,70,,1,
Sales & Marketing,Bachelors,Male,1,27,4,3,1,52,,1,
Sales & Marketing,Masters & above,Male,1,32,4,8,0,47,,1,
Procurement,Masters & above,Female,1,34,3,7,1,66,,1,
Technology,Masters & above,Male,1,34,5,3,0,77,,1,
Operations,Masters & above,Female,1,48,5,15,1,61,,1,
Technology,Bachelors,Male,1,29,3,2,0,83,,1,
Operations,Bachelors,Male,1,41,4,12,1,52,,1,
Technology,Below Secondary,Male,3,23,3,2,0,78,,1,
Analytics,Bachelors,Male,1,27,3,3,0,85,,1,
Sales & Marketing,Bachelors,Male,1,30,3,3,0,46,,1,
Sales & Marketing,Bachelors,Male,1,35,3,9,0,48,,1,
Procurement,Masters & above,Female,1,38,4,4,0,71,,1,
Sales & Marketing,Masters & above,Female,1,43,2,14,0,51,,1,
Procurement,Masters & above,Female,1,55,3,6,0,73,,3,
Procurement,Bachelors,Female,1,29,N/A,1,0,81,,1,
Operations,Masters & above,Female,1,56,4,28,0,62,,1,
Sales & Marketing,Bachelors,Male,1,34,2,10,0,47,,1,
Technology,Bachelors,Male,1,30,1,5,0,75,,1,
Technology,Bachelors,Female,1,33,3,6,0,81,,1,
Sales & Marketing,Masters & above,Female,1,42,1,8,0,48,,1,
Procurement,Bachelors,Female,1,30,1,5,0,71,,1,
Technology,Bachelors,Female,1,28,4,4,0,84,,1,
Technology,Bachelors,Female,1,31,2,5,1,79,,1,
Sales & Marketing,Bachelors,Male,2,32,2,6,0,50,,1,
Technology,Bachelors,Male,2,33,4,10,1,81,,1,
Analytics,Bachelors,Male,1,58,5,19,1,81,,1,
Analytics,Bachelors,Male,1,28,3,6,0,97,,1,
Analytics,Masters & above,Male,1,37,3,3,1,80,,1,
Operations,Masters & above,Male,1,43,1,5,0,65,,1,
Finance,Masters & above,Male,1,35,4,5,1,64,,1,
Procurement,Masters & above,Male,1,39,2,8,0,69,,1,
Procurement,Bachelors,Male,4,27,5,2,1,69,,1,
Operations,Masters & above,Female,1,44,5,5,1,57,,1,
HR,Bachelors,Female,1,30,3,3,1,49,,1,
Sales & Marketing,Masters & above,Female,1,49,3,7,0,52,,1,
Analytics,Bachelors,Male,1,39,4,7,1,85,,3,
Technology,Bachelors,Male,1,24,N/A,1,0,77,,1,
Technology,Masters & above,Female,1,32,3,7,1,81,,1,
Technology,Masters & above,Male,1,42,3,14,0,84,,1,
Procurement,Masters & above,Male,1,37,2,4,0,66,,1,
Sales & Marketing,Bachelors,Male,1,35,3,7,0,47,,1,
Procurement,Bachelors,Male,1,36,5,2,1,70,,1,
Analytics,Bachelors,Male,1,30,1,3,0,82,,1,
Sales & Marketing,Bachelors,Male,1,30,2,2,0,48,,1,
Sales & Marketing,Masters & above,Male,1,33,4,8,0,53,,1,
Operations,Masters & above,Female,1,49,4,20,1,64,,1,
Sales & Marketing,Masters & above,Male,1,31,2,4,0,54,,3,
Sales & Marketing,N/A,Male,1,21,N/A,1,0,48,,1,
Operations,Masters & above,Female,1,44,3,7,1,60,,3,
Operations,Below Secondary,Male,1,25,N/A,1,0,59,,1,
Legal,Bachelors,Male,1,30,4,4,0,59,,1,
Technology,Bachelors,Male,1,44,2,7,0,78,,1,
Procurement,Bachelors,Male,1,29,5,5,1,96,,1,
Operations,Bachelors,Male,1,32,2,9,1,65,,1,
Sales & Marketing,Bachelors,Male,1,39,2,4,0,50,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,0,53,,1,
Sales & Marketing,Bachelors,Male,1,36,5,9,1,47,,1,
Procurement,Bachelors,Male,1,29,1,2,0,71,,1,
Operations,Bachelors,Male,1,35,3,6,0,59,,1,
Operations,Masters & above,Female,1,38,3,4,1,63,,1,
Finance,Masters & above,Female,1,39,5,11,1,59,,1,
Operations,Bachelors,Female,1,30,5,6,1,61,,1,
Sales & Marketing,Masters & above,Male,1,38,2,9,0,51,,1,
Technology,Masters & above,Male,1,39,1,4,0,82,,1,
Operations,Masters & above,Male,1,40,2,5,0,59,,1,
Sales & Marketing,Bachelors,Male,1,39,3,10,0,49,,1,
Procurement,Bachelors,Female,1,29,5,2,1,67,,1,
Analytics,Bachelors,Male,1,32,4,7,0,84,,1,
Sales & Marketing,Bachelors,Male,2,38,3,10,0,54,,1,
Procurement,Masters & above,Female,2,37,4,6,1,71,,1,
R&D,Masters & above,Male,2,34,2,10,1,84,,1,
Procurement,Bachelors,Female,1,58,2,5,0,67,,1,
Sales & Marketing,Bachelors,Male,1,34,5,7,1,48,,1,
Procurement,Bachelors,Female,1,38,4,10,0,72,,1,
Technology,Masters & above,Female,1,47,2,17,0,86,,1,
Operations,Bachelors,Female,1,31,4,7,0,57,,3,
Procurement,Bachelors,Female,2,27,N/A,1,0,68,,1,
Procurement,Masters & above,Female,1,38,5,4,1,67,,1,
Operations,Bachelors,Female,1,31,5,3,1,62,,1,
Technology,Masters & above,Male,1,38,3,4,1,81,,1,
HR,Masters & above,Male,1,33,3,3,1,52,,1,
Sales & Marketing,Bachelors,Female,1,32,1,8,0,51,,3,
Legal,Bachelors,Male,1,30,N/A,1,0,55,,1,
Procurement,Bachelors,Female,1,53,5,17,0,96,,1,
Technology,Bachelors,Female,2,35,3,8,0,78,,1,
Operations,Bachelors,Male,1,34,4,9,1,70,,1,
Operations,Masters & above,Male,2,37,4,10,1,61,,1,
Operations,Bachelors,Male,1,27,3,2,0,60,,3,
Operations,Below Secondary,Male,1,27,N/A,1,0,61,,1,
HR,Bachelors,Male,1,29,3,3,1,49,,1,
Sales & Marketing,Bachelors,Male,3,29,1,6,0,42,,1,
Sales & Marketing,Masters & above,Male,1,34,3,7,0,67,,3,
HR,Bachelors,Male,1,29,N/A,1,0,49,,1,
Operations,Bachelors,Male,1,35,3,6,0,57,,3,
Technology,Below Secondary,Male,1,24,N/A,1,1,81,,1,
Procurement,Bachelors,Male,2,35,2,7,1,71,,3,
Sales & Marketing,Bachelors,Male,1,28,N/A,1,0,48,,1,
Analytics,Bachelors,Male,1,33,5,10,0,78,,1,
Technology,Masters & above,Male,1,41,3,10,0,78,,1,
Procurement,Bachelors,Male,1,26,5,3,1,71,,1,
Sales & Marketing,Bachelors,Male,1,30,1,2,0,49,,1,
Procurement,Bachelors,Female,1,39,3,5,0,70,,1,
Technology,Bachelors,Female,1,32,3,7,0,84,,1,
Technology,Bachelors,Male,1,51,2,4,0,76,,1,
Analytics,Bachelors,Male,1,30,3,3,0,87,,1,
Finance,Masters & above,Male,1,38,2,5,0,60,,1,
Sales & Marketing,Bachelors,Female,1,41,3,7,1,49,,1,
Operations,Below Secondary,Male,1,23,4,2,0,60,,3,
Analytics,Bachelors,Male,2,28,N/A,1,1,80,,1,
Sales & Marketing,Bachelors,Male,1,48,3,14,1,52,,1,
Sales & Marketing,Masters & above,Male,1,35,3,10,0,50,,1,
Operations,Bachelors,Female,1,40,5,5,0,57,,1,
Sales & Marketing,Bachelors,Male,1,39,4,12,1,51,,1,
Analytics,Bachelors,Male,1,29,3,4,0,82,,1,
Technology,Masters & above,Male,1,30,3,3,0,82,,1,
Analytics,Masters & above,Male,1,39,3,3,0,82,,1,
Procurement,Bachelors,Male,1,36,3,3,0,69,,1,
Sales & Marketing,Bachelors,Male,1,32,3,4,0,50,,1,
Technology,Masters & above,Male,2,42,3,5,0,80,,1,
Technology,Masters & above,Male,1,38,4,8,1,76,,1,
Sales & Marketing,Bachelors,Female,1,27,4,3,1,51,,1,
Sales & Marketing,Bachelors,Male,3,28,1,6,0,49,,3,
Sales & Marketing,Bachelors,Male,1,29,N/A,1,0,50,,1,
Procurement,Bachelors,Female,1,34,5,5,1,69,,1,
Operations,Bachelors,Male,1,37,5,5,1,62,,1,
Operations,Bachelors,Female,1,24,3,2,0,59,,1,
Sales & Marketing,Bachelors,Male,2,27,3,6,0,48,,1,
Technology,Masters & above,Male,1,39,5,5,1,80,,1,
Sales & Marketing,Masters & above,Male,1,29,1,7,0,50,,1,
Analytics,Bachelors,Male,2,27,3,3,1,82,,1,
Technology,Bachelors,Female,1,27,3,3,0,81,,1,
Technology,Masters & above,Male,1,54,3,22,0,76,,1,
Sales & Marketing,Masters & above,Male,1,34,3,5,0,52,,1,
Operations,Bachelors,Male,1,47,3,18,1,59,,1,
Sales & Marketing,Bachelors,Male,1,25,4,3,1,50,,1,
Procurement,Masters & above,Male,1,34,5,6,0,70,,1,
Procurement,Bachelors,Male,1,46,4,4,1,67,,3,
Operations,Bachelors,Female,1,24,N/A,1,0,60,,1,
Sales & Marketing,Masters & above,Male,1,34,5,3,1,44,,1,
Sales & Marketing,Bachelors,Male,1,30,5,7,1,48,,1,
Sales & Marketing,Masters & above,Female,1,33,3,4,0,49,,1,
Sales & Marketing,Bachelors,Male,1,54,1,4,0,52,,1,
Sales & Marketing,Bachelors,Male,1,26,4,3,0,48,,3,
Sales & Marketing,N/A,Male,1,24,N/A,1,1,48,,3,
Sales & Marketing,Bachelors,Male,2,24,N/A,1,0,48,,3,
Finance,Bachelors,Female,2,25,N/A,1,1,55,,1,
Sales & Marketing,Masters & above,Male,1,38,1,10,0,49,,1,
Finance,Bachelors,Male,2,28,4,2,0,60,,3,
Analytics,Bachelors,Female,1,28,N/A,1,0,83,,1,
Operations,Bachelors,Female,1,39,5,10,1,63,,3,
Sales & Marketing,N/A,Male,1,24,N/A,1,0,44,,3,
Analytics,Bachelors,Male,1,27,N/A,1,0,83,,1,
Technology,N/A,Male,1,35,2,7,0,81,,1,
Operations,Bachelors,Female,1,34,5,6,1,57,,1,
Procurement,Masters & above,Female,1,43,5,4,1,62,,1,
Procurement,Masters & above,Female,1,41,5,12,1,69,,1,
Operations,Bachelors,Male,1,59,3,6,1,62,,1,
Sales & Marketing,Bachelors,Male,1,32,5,7,1,49,,1,
Operations,Bachelors,Female,1,28,4,3,0,62,,1,
Sales & Marketing,Bachelors,Male,3,29,3,3,0,52,,1,
Operations,Masters & above,Male,1,37,3,5,1,59,,3,
Sales & Marketing,Bachelors,Female,1,30,N/A,1,0,50,,1,
Sales & Marketing,Masters & above,Male,1,48,3,7,0,51,,1,
Operations,Masters & above,Male,1,42,2,3,0,61,,1,
Sales & Marketing,Bachelors,Female,1,31,5,3,1,55,,1,
Legal,Bachelors,Male,1,29,5,3,1,58,,1,
Analytics,Bachelors,Male,1,29,2,6,1,83,,1,
HR,Masters & above,Male,2,43,3,7,0,50,,1,
Finance,Bachelors,Male,3,45,3,16,0,59,,1,
Finance,Bachelors,Male,1,25,3,2,1,64,,1,
Analytics,Masters & above,Male,1,39,3,6,0,85,,1,
Operations,Bachelors,Female,1,41,4,6,0,55,,1,
Sales & Marketing,Bachelors,Male,1,38,2,4,0,54,,1,
Analytics,Bachelors,Male,1,26,5,3,1,81,,1,
Analytics,Bachelors,Male,1,28,4,3,1,93,,3,
HR,Below Secondary,Female,1,26,N/A,1,1,52,,1,
Sales & Marketing,Bachelors,Male,2,44,3,12,0,56,,1,
Sales & Marketing,Masters & above,Male,1,45,3,16,0,49,,1,
Operations,Bachelors,Male,1,39,4,11,1,61,,1,
Sales & Marketing,Bachelors,Male,1,37,1,7,0,50,,1,
HR,Bachelors,Male,1,26,4,3,1,48,,1,
Analytics,Masters & above,Male,3,39,5,13,0,81,,1,
Analytics,Bachelors,Male,2,28,1,3,0,84,,1,
Operations,Bachelors,Female,1,31,1,2,0,58,,1,
HR,Bachelors,Female,1,26,3,3,0,44,,1,
R&D,Masters & above,Male,1,38,5,9,1,87,,1,
Operations,Bachelors,Female,1,37,3,13,0,57,,1,
Operations,Bachelors,Male,1,32,3,8,0,60,,3,
Operations,Below Secondary,Female,1,21,N/A,1,0,60,,3,
Procurement,Bachelors,Male,1,28,N/A,1,1,69,,1,
R&D,Bachelors,Male,1,28,3,3,0,86,,1,
Procurement,Bachelors,Female,9,36,4,3,1,73,,1,
Sales & Marketing,Bachelors,Male,1,47,5,20,0,50,,1,
Operations,Bachelors,Male,1,30,3,3,1,59,,1,
Operations,Masters & above,Female,1,38,4,4,0,61,,1,
Technology,Bachelors,Male,1,26,3,2,0,75,,1,
Procurement,Masters & above,Female,1,39,3,3,1,73,,1,
Procurement,Bachelors,Male,1,39,3,10,0,69,,1,
Analytics,Masters & above,Male,2,30,5,8,1,85,,1,
Operations,Masters & above,Female,1,35,3,9,1,58,,1,
Operations,Bachelors,Male,1,27,4,2,0,61,,3,
Analytics,Bachelors,Male,1,29,N/A,1,1,90,,1,
Operations,Below Secondary,Male,1,25,3,2,1,61,,1,
Sales & Marketing,Bachelors,Female,1,35,3,7,1,48,,1,
Procurement,Bachelors,Male,1,30,5,5,1,76,,1,
Operations,Masters & above,Female,1,45,5,14,1,58,,1,
Sales & Marketing,Bachelors,Male,2,26,2,2,0,51,,1,
Sales & Marketing,Bachelors,Male,1,28,4,4,0,55,,1,
Operations,Masters & above,Male,2,43,3,5,0,63,,1,
Procurement,Masters & above,Female,1,59,5,6,1,72,,1,
Procurement,Masters & above,Female,1,41,5,6,1,71,,1,
Operations,Bachelors,Male,1,31,2,5,0,60,,1,
Finance,Masters & above,Male,2,32,3,5,0,55,,1,
Procurement,Masters & above,Female,1,42,1,6,1,69,,1,
Technology,Masters & above,Male,2,34,3,8,1,85,,1,
Analytics,Bachelors,Male,1,32,5,5,1,82,,1,
HR,Bachelors,Male,1,28,3,2,0,50,,1,
Sales & Marketing,Bachelors,Male,1,31,4,7,0,51,,1,
Sales & Marketing,Masters & above,Male,2,40,1,6,1,49,,1,
Sales & Marketing,Bachelors,Male,1,27,4,4,1,49,,1,
Analytics,Bachelors,Male,1,29,1,4,0,80,,1,
Technology,Bachelors,Female,1,27,4,4,1,82,,1,
Sales & Marketing,Masters & above,Male,1,32,5,3,0,51,,1,
Finance,Bachelors,Male,1,32,5,6,1,60,,1,
Analytics,Bachelors,Male,1,25,4,2,0,86,,1,
Operations,Masters & above,Male,1,37,3,7,1,57,,3,
Sales & Marketing,Bachelors,Male,1,28,N/A,1,0,52,,1,
Operations,Bachelors,Male,1,37,1,10,0,62,,1,
Sales & Marketing,Bachelors,Male,4,29,4,5,0,50,,1,
HR,Bachelors,Male,1,29,3,4,0,47,,1,
Analytics,Masters & above,Male,1,36,3,3,0,84,,1,
Analytics,Masters & above,Male,1,40,5,10,0,83,,1,
Sales & Marketing,Bachelors,Male,1,37,1,11,0,51,,1,
Finance,Bachelors,Male,1,26,5,4,1,59,,1,
Sales & Marketing,Bachelors,Male,1,55,3,12,0,51,,1,
Analytics,Bachelors,Male,1,26,1,2,0,88,,1,
Sales & Marketing,Bachelors,Male,1,34,3,2,1,43,,1,
Technology,Masters & above,Male,2,45,5,7,1,80,,3,
Sales & Marketing,Bachelors,Male,2,20,N/A,1,1,46,,1,
Operations,Masters & above,Male,1,41,5,7,1,63,,1,
Operations,Bachelors,Female,1,35,2,9,0,63,,1,
Operations,Masters & above,Female,1,35,3,8,1,60,,1,
Sales & Marketing,Masters & above,Male,1,43,5,2,1,53,,1,
Operations,Masters & above,Male,1,53,4,12,0,58,,3,
Sales & Marketing,Bachelors,Male,1,25,N/A,1,0,53,,1,
Technology,Masters & above,Male,1,33,3,4,0,75,,3,
R&D,Masters & above,Male,2,26,N/A,1,0,86,,1,
Operations,Bachelors,Male,2,48,5,3,1,57,,3,
Sales & Marketing,Bachelors,Male,1,30,N/A,1,0,40,,1,
HR,Bachelors,Female,1,32,3,7,0,49,,1,
Analytics,Masters & above,Male,2,34,5,6,0,82,,1,
Finance,Bachelors,Male,1,30,3,2,0,59,,1,
HR,Bachelors,Male,1,37,1,9,0,50,,1,
Operations,Bachelors,Female,1,34,5,7,1,61,,1,
Sales & Marketing,Bachelors,Female,1,28,3,4,1,51,,1,
Sales & Marketing,Masters & above,Male,2,44,3,11,0,51,,1,
Operations,Below Secondary,Male,1,28,3,2,1,63,,1,
Sales & Marketing,Bachelors,Male,1,38,4,4,1,47,,1,
Sales & Marketing,Bachelors,Male,1,28,1,3,0,51,,1,
Sales & Marketing,Bachelors,Male,1,34,3,6,0,50,,1,
Sales & Marketing,Bachelors,Male,1,49,3,9,0,50,,1,
Analytics,Bachelors,Male,1,27,4,4,1,81,,3,
Technology,Bachelors,Male,2,29,N/A,1,0,84,,1,
Procurement,Bachelors,Female,1,29,3,7,0,65,,1,
Sales & Marketing,Masters & above,Female,1,33,1,8,0,49,,1,
Analytics,Bachelors,Male,1,29,4,3,1,82,,1,
R&D,Masters & above,Male,2,30,3,5,0,86,,1,
Analytics,Bachelors,Male,1,31,3,4,1,83,,3,
Finance,Bachelors,Male,1,25,N/A,1,0,62,,1,
Sales & Marketing,Bachelors,Male,2,36,4,5,0,48,,1,
Analytics,N/A,Male,1,26,3,2,0,80,,1,
Operations,Bachelors,Male,1,31,3,3,0,59,,1,
Analytics,Bachelors,Male,1,36,5,4,1,87,,1,
Sales & Marketing,Bachelors,Male,2,47,4,17,0,52,,1,
R&D,Masters & above,Male,1,28,3,5,0,87,,1,
Sales & Marketing,Bachelors,Male,3,29,2,4,0,45,,1,
Analytics,Bachelors,Female,2,26,5,5,1,85,,1,
Operations,Bachelors,Female,1,31,3,4,0,62,,1,
Technology,Masters & above,Female,2,35,2,7,0,77,,1,
Sales & Marketing,Bachelors,Male,2,33,3,6,0,52,,1,
Operations,Bachelors,Female,1,34,3,3,0,56,,1,
Operations,Bachelors,Female,1,27,5,2,1,59,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,1,48,,1,
Sales & Marketing,N/A,Male,1,36,5,5,1,52,,1,
Operations,Below Secondary,Male,1,21,4,2,0,52,,1,
Sales & Marketing,Bachelors,Male,2,38,3,10,0,48,,1,
Operations,Bachelors,Male,1,35,3,7,0,63,,3,
Operations,Bachelors,Male,1,28,N/A,1,0,57,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,0,49,,1,
Operations,Bachelors,Female,1,55,4,16,0,51,,1,
Sales & Marketing,Bachelors,Female,1,51,4,3,0,51,,1,
HR,Masters & above,Male,1,50,3,15,1,46,,1,
Technology,Masters & above,Female,2,36,2,5,0,81,,1,
Operations,Below Secondary,Male,1,24,3,2,0,61,,1,
Finance,Bachelors,Male,1,36,4,10,0,60,,3,
Sales & Marketing,Bachelors,Male,1,26,N/A,1,0,52,,3,
Sales & Marketing,Bachelors,Male,1,32,N/A,1,1,48,,1,
Technology,Bachelors,Male,1,35,3,2,0,74,,1,
Analytics,Bachelors,Male,1,34,5,6,0,81,,1,
Operations,Bachelors,Female,1,47,4,19,0,60,,1,
Procurement,Masters & above,Female,1,60,3,4,0,73,,1,
Sales & Marketing,Masters & above,Male,1,41,4,12,0,50,,1,
Sales & Marketing,N/A,Male,1,27,3,3,0,49,,1,
Technology,Bachelors,Male,1,34,1,5,0,72,,3,
Procurement,Below Secondary,Male,2,25,N/A,1,1,72,,1,
Technology,Masters & above,Female,1,43,3,5,1,79,,1,
Legal,Masters & above,Male,3,55,3,4,0,61,,1,
Operations,Masters & above,Male,1,40,5,2,1,56,,1,
Technology,Bachelors,Male,1,26,3,4,1,80,,1,
Procurement,Masters & above,Female,3,40,3,4,0,68,,1,
Operations,Bachelors,Male,1,49,3,16,0,63,,3,
Analytics,Bachelors,Male,1,25,N/A,1,0,84,,1,
Sales & Marketing,Masters & above,Male,1,35,5,7,0,50,,1,
Analytics,Bachelors,Male,2,31,3,7,0,83,,1,
Sales & Marketing,Bachelors,Male,1,34,4,8,0,52,,1,
Operations,Bachelors,Male,1,28,3,5,0,59,,1,
HR,Below Secondary,Female,1,20,5,2,0,47,,1,
Sales & Marketing,Bachelors,Male,1,30,2,2,0,48,,1,
Operations,Bachelors,Female,1,31,4,4,1,54,,1,
Analytics,Bachelors,Male,1,33,1,7,0,81,,1,
Technology,Bachelors,Male,1,34,4,5,0,83,,3,
Sales & Marketing,Bachelors,Female,1,29,N/A,1,0,54,,1,
Procurement,Bachelors,Male,1,28,5,5,1,69,,1,
Operations,Bachelors,Female,1,31,4,5,1,57,,1,
